Tic, Customer ID, TXN, Amount($), Receiver ID
42,111714879,Transfer,635.482,605291816
44,111714879,Transfer,602.968,241087590
45,111714879,Transfer,169.627,919937413
45,870982877,Transfer,934.536,241087590
46,111714879,Withdraw,133.397,
47,605291816,Withdraw,214.734,
49,919937413,Deposit,332.983,
49,870982877,Withdraw,497.114,
51,605291816,Transfer,724.504,241087590
52,111714879,Transfer,748.595,919937413
52,870982877,Transfer,775.208,241087590
54,111714879,Deposit,204.823,
56,605291816,Deposit,992.547,
57,870982877,Transfer,712.466,919937413
58,241087590,Deposit,792.53,
59,111714879,Transfer,238.108,241087590
59,919937413,Transfer,89.5542,605291816
61,111714879,Withdraw,719.855,
61,919937413,Deposit,260.527,
62,241087590,Withdraw,739.073,
63,241087590,Deposit,944.669,
63,605291816,Deposit,539.511,
64,111714879,Transfer,101.964,919937413
64,241087590,Deposit,586.014,
64,870982877,Deposit,799.402,
64,605291816,Withdraw,362.491,
65,1404546901,Withdraw,356.213,
66,111714879,Withdraw,247.415,
66,241087590,Deposit,884.113,
66,919937413,Withdraw,741.17,
66,870982877,Transfer,555.414,1404546901
67,111714879,Deposit,977.875,
67,241087590,Deposit,483.794,
67,870982877,Withdraw,850.395,
67,605291816,Withdraw,564.677,
67,1404546901,Deposit,978.258,
68,870982877,Transfer,852.882,919937413
69,241087590,Withdraw,491.853,
69,919937413,Deposit,719.846,
71,1404546901,Transfer,398.997,870982877
72,241087590,Deposit,109.137,
73,605291816,Deposit,786.363,
74,870982877,Withdraw,534.54,
74,605291816,Transfer,485.037,111714879
74,1404546901,Withdraw,857.081,
75,919937413,Transfer,419.887,111714879
75,870982877,Withdraw,170.331,
75,605291816,Deposit,782.604,
75,1404546901,Transfer,153.845,241087590
76,111714879,Withdraw,826.165,
76,241087590,Deposit,944.933,
76,919937413,Transfer,863.18,1404546901
76,870982877,Withdraw,425.502,
77,1404546901,Withdraw,906.874,
78,111714879,Withdraw,87.232,
78,241087590,Withdraw,518.163,
79,111714879,Withdraw,185.954,
79,605291816,Withdraw,102.843,
80,241087590,Transfer,389.989,111714879
81,241087590,Transfer,855.17,1404546901
81,919937413,Withdraw,229.399,
83,241087590,Deposit,381.498,
83,919937413,Withdraw,360.161,
84,111714879,Withdraw,808.245,
84,241087590,Withdraw,657.888,
84,1404546901,Transfer,453.202,605291816
85,111714879,Withdraw,443.676,
85,605291816,Deposit,911.962,
85,1404546901,Deposit,913.492,
86,111714879,Transfer,828.302,241087590
86,1404546901,Withdraw,431.99,
87,241087590,Withdraw,134.671,
88,605291816,Transfer,233.391,111714879
88,1404546901,Withdraw,942.544,
89,111714879,Withdraw,586.729,
89,870982877,Withdraw,264.063,
89,605291816,Withdraw,291.184,
89,1404546901,Transfer,489.466,919937413
90,241087590,Withdraw,826.523,
91,1404546901,Deposit,193.02,
92,919937413,Deposit,561.635,
92,1404546901,Withdraw,183.641,
93,919937413,Withdraw,407.001,
95,111714879,Deposit,690.886,
95,1404546901,Deposit,870.715,
96,241087590,Transfer,664.98,111714879
97,241087590,Withdraw,860.018,
97,919937413,Deposit,370.619,
97,1404546901,Transfer,974.029,605291816
98,111714879,Transfer,533.662,1404546901
98,241087590,Deposit,237.318,
98,870982877,Deposit,568.558,
99,241087590,Deposit,19.2255,
99,919937413,Transfer,807.501,111714879
100,241087590,Transfer,376.765,1404546901
100,870982877,Deposit,144.336,
100,605291816,Withdraw,659.012,
101,111714879,Transfer,705.545,605291816
101,241087590,Withdraw,361.455,
101,870982877,Deposit,875.038,
102,241087590,Deposit,742.853,
102,870982877,Deposit,826.569,
102,605291816,Deposit,799.938,
103,111714879,Deposit,568.391,
103,870982877,Withdraw,914.268,
104,111714879,Withdraw,680.23,
104,241087590,Withdraw,768.572,
104,605291816,Withdraw,641.461,
105,605291816,Deposit,830.647,
105,1404546901,Withdraw,706.34,
106,241087590,Transfer,615.154,605291816
106,870982877,Transfer,817.982,1404546901
106,887686109,Withdraw,502.486,
107,241087590,Withdraw,637.762,
107,919937413,Withdraw,572.795,
107,605291816,Transfer,221.738,887686109
108,605291816,Transfer,861.995,870982877
108,887686109,Withdraw,300.363,
109,1404546901,Withdraw,151.127,
109,887686109,Withdraw,507.02,
110,919937413,Deposit,183.171,
110,1404546901,Deposit,304.575,
111,241087590,Transfer,686.491,887686109
112,111714879,Withdraw,305.624,
112,241087590,Withdraw,864.127,
112,605291816,Withdraw,143.623,
113,887686109,Transfer,104.304,241087590
114,111714879,Transfer,997.385,870982877
115,241087590,Withdraw,609.923,
115,870982877,Deposit,461.525,
116,870982877,Deposit,9.00396,
116,1404546901,Withdraw,698.507,
117,111714879,Withdraw,921.596,
117,919937413,Transfer,6.75097,1404546901
118,241087590,Withdraw,706.729,
119,919937413,Transfer,41.9779,870982877
119,1404546901,Withdraw,140.394,
119,887686109,Deposit,323.416,
120,605291816,Transfer,781.263,887686109
121,111714879,Transfer,235.586,605291816
122,919937413,Withdraw,696.157,
122,1404546901,Withdraw,275.426,
123,241087590,Deposit,195.613,
123,887686109,Withdraw,74.2467,
124,605291816,Deposit,858.573,
125,605291816,Deposit,176.764,
125,887686109,Withdraw,254.439,
126,1404546901,Withdraw,770.45,
126,887686109,Withdraw,300.51,
127,241087590,Withdraw,453.699,
127,919937413,Withdraw,629.469,
127,870982877,Withdraw,101.623,
127,887686109,Transfer,40.292,1404546901
128,111714879,Withdraw,710.977,
128,241087590,Deposit,269.896,
128,870982877,Transfer,173.809,1404546901
128,605291816,Transfer,661.573,887686109
129,111714879,Deposit,443.918,
129,870982877,Transfer,421.675,241087590
129,605291816,Deposit,627.083,
129,1404546901,Transfer,935.489,919937413
130,605291816,Transfer,751.964,887686109
131,111714879,Deposit,58.7217,
131,241087590,Withdraw,570.98,
132,870982877,Transfer,204.107,887686109
133,241087590,Withdraw,8.79857,
134,605291816,Deposit,486.402,
134,887686109,Transfer,294.442,241087590
135,241087590,Withdraw,352.267,
136,241087590,Transfer,764.255,111714879
137,919937413,Deposit,228.025,
137,1404546901,Withdraw,642.881,
138,887686109,Deposit,739.968,
139,919937413,Deposit,112.506,
139,605291816,Withdraw,718.09,
139,887686109,Transfer,512.34,870982877
140,111714879,Withdraw,11.9637,
140,1404546901,Deposit,785.066,
141,870982877,Deposit,710.934,
141,1404546901,Deposit,648.837,
143,870982877,Deposit,366.861,
143,605291816,Deposit,358.488,
144,241087590,Withdraw,245.239,
145,919937413,Transfer,669.382,870982877
145,1404546901,Withdraw,559.876,
146,870982877,Withdraw,985.854,
147,919937413,Withdraw,959.667,
147,870982877,Deposit,622.512,
148,605291816,Deposit,863.251,
148,887686109,Deposit,548.938,
149,919937413,Transfer,917.368,1404546901
150,111714879,Deposit,426.965,
150,870982877,Withdraw,83.5316,
150,1404546901,Withdraw,643.119,
150,887686109,Deposit,272.657,
151,241087590,Deposit,87.0443,
152,887686109,Withdraw,704.184,
153,870982877,Transfer,756.463,919937413
154,241087590,Deposit,641.749,
154,919937413,Withdraw,101.79,
154,870982877,Withdraw,225.588,
154,605291816,Withdraw,728.793,
155,111714879,Withdraw,477.646,
155,887686109,Deposit,159.911,
156,111714879,Transfer,608.494,919937413
156,870982877,Withdraw,576.376,
156,1404546901,Withdraw,777.977,
156,887686109,Deposit,727.957,
157,887686109,Transfer,836.569,241087590
158,887686109,Deposit,213.623,
159,241087590,Withdraw,461.913,
159,919937413,Withdraw,66.3622,
159,887686109,Withdraw,788.572,
160,241087590,Transfer,767.941,1404546901
161,919937413,Withdraw,491.667,
161,870982877,Withdraw,242.966,
161,887686109,Withdraw,908.099,
162,919937413,Deposit,739.269,
162,605291816,Deposit,438.142,
162,1404546901,Withdraw,738.652,
162,887686109,Transfer,375.435,111714879
162,283660746,Deposit,258.715,
163,887686109,Deposit,989.781,
164,1404546901,Transfer,330.318,870982877
164,283660746,Transfer,545.151,111714879
165,111714879,Transfer,575.844,241087590
165,919937413,Withdraw,921.041,
165,283660746,Deposit,340.815,
166,887686109,Withdraw,334.395,
167,605291816,Deposit,488.976,
167,1404546901,Transfer,630.922,283660746
168,241087590,Deposit,621.062,
168,919937413,Withdraw,584.27,
169,870982877,Transfer,185.838,605291816
169,283660746,Deposit,785.382,
170,111714879,Withdraw,828.143,
170,241087590,Deposit,347.872,
170,1404546901,Withdraw,940.214,
170,887686109,Transfer,622.8,605291816
171,241087590,Transfer,117.908,919937413
171,1404546901,Withdraw,580.763,
171,283660746,Deposit,750.458,
172,283660746,Withdraw,548.795,
173,919937413,Transfer,757.783,283660746
174,1404546901,Deposit,948.591,
174,887686109,Withdraw,918.101,
176,919937413,Withdraw,577.284,
176,870982877,Deposit,603.116,
177,1404546901,Withdraw,486.304,
178,605291816,Withdraw,790.17,
178,1404546901,Withdraw,845.898,
179,605291816,Transfer,638.061,241087590
179,1404546901,Deposit,637.086,
179,283660746,Transfer,149.522,111714879
180,605291816,Withdraw,100.939,
180,283660746,Transfer,687.235,241087590
181,111714879,Deposit,948.865,
181,283660746,Withdraw,295.752,
182,283660746,Transfer,854.265,1404546901
183,111714879,Transfer,888.7,283660746
183,605291816,Transfer,904.203,241087590
183,1404546901,Transfer,356.619,919937413
184,111714879,Transfer,484.29,870982877
184,241087590,Withdraw,244.775,
185,919937413,Deposit,912.128,
186,111714879,Transfer,228.528,283660746
186,241087590,Withdraw,626.255,
186,605291816,Deposit,668.105,
187,870982877,Transfer,633.127,605291816
187,283660746,Transfer,142.021,919937413
188,111714879,Withdraw,595.769,
188,919937413,Withdraw,235.533,
188,870982877,Deposit,178.353,
189,605291816,Deposit,851.521,
189,1404546901,Transfer,290.765,111714879
190,111714879,Deposit,454.266,
190,919937413,Transfer,623.039,283660746
191,870982877,Transfer,634.202,919937413
192,241087590,Transfer,587.98,1404546901
192,919937413,Transfer,692.096,283660746
193,111714879,Transfer,771.475,870982877
193,241087590,Deposit,990.804,
193,1404546901,Withdraw,794.804,
194,870982877,Deposit,667.527,
195,241087590,Transfer,253.415,111714879
196,241087590,Transfer,940.497,870982877
196,919937413,Deposit,508.092,
196,1404546901,Withdraw,929.218,
197,605291816,Deposit,765.595,
197,283660746,Transfer,562.631,870982877
198,283660746,Withdraw,158.803,
199,241087590,Withdraw,277.609,
199,870982877,Withdraw,451.132,
199,283660746,Transfer,194.595,1404546901
201,111714879,Transfer,644.661,870982877
202,241087590,Deposit,426.95,
202,605291816,Withdraw,451.184,
202,1404546901,Withdraw,284.103,
203,241087590,Withdraw,338.333,
203,870982877,Withdraw,218.485,
204,870982877,Transfer,677.535,111714879
204,1404546901,Deposit,423.113,
205,283660746,Deposit,937.315,
206,111714879,Transfer,297.627,605291816
206,283660746,Transfer,85.3751,870982877
207,111714879,Deposit,49.2999,
207,605291816,Deposit,270.792,
207,283660746,Transfer,972.787,241087590
209,870982877,Withdraw,974.811,
210,283660746,Deposit,486.226,
211,605291816,Withdraw,958.069,
211,283660746,Transfer,618.241,870982877
212,111714879,Withdraw,789.05,
212,605291816,Deposit,910.063,
213,241087590,Transfer,919.723,919937413
214,605291816,Transfer,634.346,111714879
214,1404546901,Deposit,725.782,
215,111714879,Transfer,302.906,241087590
215,283660746,Withdraw,500.197,
216,241087590,Transfer,982.825,870982877
216,919937413,Deposit,170.967,
217,283660746,Transfer,787.26,1404546901
218,111714879,Transfer,575.039,241087590
218,283660746,Deposit,75.9571,
219,241087590,Deposit,43.2934,
219,919937413,Withdraw,82.8151,
219,870982877,Withdraw,920.445,
219,1404546901,Transfer,471.025,111714879
219,283660746,Withdraw,306.513,
220,919937413,Transfer,709.216,283660746
220,605291816,Withdraw,910.169,
221,241087590,Withdraw,648.156,
221,1404546901,Transfer,505.099,283660746
223,919937413,Withdraw,327.781,
224,241087590,Transfer,884.097,605291816
224,919937413,Withdraw,425.41,
224,870982877,Withdraw,551.554,
226,1404546901,Transfer,139.783,870982877
227,1404546901,Transfer,178.212,283660746
228,111714879,Withdraw,597.909,
228,870982877,Deposit,531.172,
228,605291816,Withdraw,15.1518,
228,1404546901,Withdraw,933.131,
229,1404546901,Withdraw,961.4,
230,111714879,Transfer,91.3788,1404546901
231,919937413,Withdraw,594.445,
231,283660746,Transfer,262.313,241087590
232,919937413,Withdraw,405.613,
233,870982877,Deposit,140.095,
234,111714879,Deposit,413.31,
234,605291816,Deposit,243.832,
235,111714879,Transfer,84.1012,870982877
235,1404546901,Withdraw,97.332,
236,919937413,Withdraw,536.055,
237,870982877,Deposit,352.428,
237,283660746,Deposit,37.6647,
238,241087590,Transfer,373.687,870982877
238,605291816,Transfer,782.347,1404546901
239,111714879,Deposit,400.269,
239,241087590,Transfer,995.507,1404546901
240,919937413,Withdraw,647.236,
240,1404546901,Withdraw,449.013,
241,1404546901,Withdraw,151.856,
242,111714879,Deposit,205.229,
242,241087590,Withdraw,707.807,
243,241087590,Withdraw,649.615,
243,870982877,Deposit,580.229,
243,605291816,Deposit,277.465,
243,1404546901,Withdraw,119.472,
244,111714879,Deposit,500.098,
244,870982877,Transfer,545.935,1404546901
244,605291816,Deposit,669.153,
244,283660746,Transfer,258.235,919937413
245,241087590,Withdraw,600.555,
245,605291816,Withdraw,438.723,
245,1404546901,Deposit,916.386,
245,283660746,Withdraw,865.277,
246,605291816,Transfer,642.164,283660746
247,241087590,Withdraw,434.631,
247,1404546901,Transfer,597.407,283660746
247,1953638483,Transfer,754.614,111714879
248,919937413,Withdraw,413.343,
248,870982877,Transfer,5.547,1953638483
248,605291816,Transfer,178.801,283660746
250,111714879,Transfer,114.948,919937413
250,241087590,Deposit,618.712,
250,870982877,Deposit,894.492,
250,1404546901,Transfer,315.393,283660746
251,111714879,Deposit,864.986,
251,870982877,Deposit,176.417,
251,605291816,Withdraw,195.91,
251,1404546901,Deposit,843,
252,919937413,Transfer,847.418,870982877
253,870982877,Withdraw,161.041,
253,1404546901,Transfer,616.576,241087590
253,283660746,Withdraw,205.062,
254,241087590,Deposit,371.349,
254,1404546901,Deposit,32.2352,
254,283660746,Withdraw,374.657,
255,1404546901,Transfer,467.461,283660746
255,1953638483,Withdraw,895.821,
256,605291816,Deposit,589.212,
257,870982877,Deposit,403.445,
257,605291816,Withdraw,964.905,
257,1404546901,Deposit,288.893,
257,283660746,Deposit,861.024,
258,241087590,Deposit,9.94958,
258,870982877,Deposit,353.261,
258,1953638483,Deposit,395.593,
259,1404546901,Withdraw,907.838,
259,1953638483,Deposit,586.627,
260,111714879,Deposit,833.81,
260,283660746,Transfer,50.6802,241087590
260,1953638483,Withdraw,885.169,
261,605291816,Withdraw,662.954,
262,111714879,Transfer,74.45,1404546901
262,241087590,Withdraw,900.721,
262,919937413,Deposit,338.962,
262,605291816,Withdraw,661.003,
262,1953638483,Transfer,610.459,870982877
263,605291816,Transfer,534.407,1404546901
264,111714879,Deposit,328.086,
264,241087590,Deposit,793.755,
264,1404546901,Withdraw,697.245,
264,1953638483,Transfer,722.243,919937413
265,241087590,Deposit,82.9267,
265,1404546901,Transfer,363.432,111714879
266,241087590,Deposit,824.273,
266,605291816,Withdraw,893.932,
267,111714879,Deposit,417.153,
267,241087590,Transfer,683.785,283660746
268,111714879,Transfer,733.119,241087590
268,870982877,Transfer,739.608,1404546901
268,605291816,Withdraw,842.101,
269,1953638483,Transfer,437.526,1404546901
270,919937413,Deposit,858.952,
270,1404546901,Withdraw,368.352,
270,283660746,Deposit,221.236,
270,1953638483,Withdraw,421.645,
271,919937413,Withdraw,1.01712,
271,605291816,Withdraw,52.215,
272,870982877,Deposit,421.484,
272,1953638483,Deposit,321.223,
273,919937413,Deposit,867.676,
274,111714879,Transfer,238.22,241087590
274,919937413,Transfer,412.212,1404546901
275,111714879,Deposit,536.212,
275,870982877,Transfer,100.189,605291816
275,283660746,Transfer,567.86,241087590
275,1953638483,Transfer,610.085,1404546901
276,241087590,Transfer,507.813,1404546901
276,919937413,Deposit,350.824,
276,870982877,Withdraw,197.532,
278,111714879,Deposit,936.927,
278,919937413,Transfer,18.0475,283660746
278,1404546901,Deposit,885.093,
278,1953638483,Withdraw,790.92,
279,111714879,Transfer,543.374,283660746
279,241087590,Withdraw,820.812,
279,1953638483,Deposit,811.881,
280,605291816,Transfer,929.818,111714879
280,283660746,Deposit,975.668,
281,605291816,Transfer,650.549,870982877
283,111714879,Transfer,947.728,919937413
283,605291816,Transfer,805.404,1953638483
283,283660746,Transfer,793.607,241087590
284,111714879,Deposit,241.454,
284,605291816,Transfer,41.6038,919937413
285,1953638483,Deposit,899.406,
286,919937413,Transfer,41.3172,870982877
286,1953638483,Withdraw,616.672,
287,1404546901,Deposit,682.51,
287,283660746,Deposit,975.527,
288,241087590,Transfer,81.9794,919937413
288,1404546901,Deposit,897.871,
289,283660746,Withdraw,427.622,
290,919937413,Deposit,290.742,
290,1404546901,Deposit,666.907,
291,111714879,Transfer,873.394,1953638483
292,241087590,Deposit,301.379,
292,605291816,Deposit,312.006,
292,283660746,Transfer,741.523,919937413
293,605291816,Withdraw,666.812,
293,283660746,Transfer,72.1336,1404546901
294,111714879,Deposit,383.5,
294,241087590,Withdraw,16.6078,
294,605291816,Withdraw,140.856,
294,1404546901,Deposit,125.022,
296,870982877,Transfer,535.832,283660746
296,605291816,Deposit,217.272,
296,1953638483,Withdraw,872.857,
298,919937413,Transfer,1.09129,283660746
298,1404546901,Transfer,103.95,870982877
298,1953638483,Withdraw,627.641,
299,111714879,Transfer,175.274,283660746
300,605291816,Withdraw,169.008,
300,1953638483,Deposit,337.984,
301,1404546901,Transfer,791.223,241087590
301,1953638483,Withdraw,91.2935,
302,111714879,Transfer,883.484,283660746
302,870982877,Deposit,436.599,
303,111714879,Withdraw,984.356,
304,111714879,Withdraw,836.888,
304,241087590,Deposit,925.609,
304,870982877,Withdraw,228.536,
304,283660746,Withdraw,681.552,
304,1953638483,Transfer,442.96,605291816
304,1361433599,Deposit,937.077,
305,919937413,Deposit,180.789,
305,283660746,Transfer,852.822,870982877
306,1361433599,Withdraw,291.913,
307,111714879,Transfer,627.64,605291816
307,919937413,Deposit,293.681,
307,1404546901,Deposit,518.814,
308,919937413,Deposit,533.738,
308,870982877,Withdraw,56.9692,
308,605291816,Withdraw,785.159,
309,870982877,Transfer,204.785,1953638483
309,605291816,Withdraw,488.905,
310,241087590,Withdraw,912.619,
310,1404546901,Transfer,91.8515,605291816
311,1404546901,Deposit,723.863,
311,1953638483,Transfer,674.849,605291816
312,241087590,Deposit,318.372,
312,870982877,Transfer,306.7,1404546901
313,241087590,Transfer,208.387,1953638483
313,605291816,Deposit,149.136,
313,1404546901,Withdraw,716.796,
314,111714879,Transfer,19.041,605291816
314,919937413,Transfer,786.43,1361433599
314,283660746,Withdraw,617.321,
315,111714879,Transfer,861.19,870982877
315,241087590,Withdraw,385.403,
315,605291816,Deposit,57.2141,
315,1361433599,Withdraw,577.986,
316,111714879,Transfer,828.139,870982877
316,1404546901,Transfer,815.692,605291816
316,1953638483,Withdraw,614.569,
317,919937413,Transfer,598.887,111714879
317,1404546901,Transfer,578.134,1361433599
318,919937413,Withdraw,118.237,
318,605291816,Deposit,397.098,
319,241087590,Transfer,539.495,1361433599
319,919937413,Withdraw,279.285,
319,605291816,Transfer,800.205,283660746
319,1404546901,Deposit,554.946,
320,870982877,Transfer,148.352,111714879
320,1404546901,Transfer,105.569,241087590
320,283660746,Transfer,647.175,1953638483
321,605291816,Transfer,459.71,1404546901
322,241087590,Deposit,473.557,
322,283660746,Transfer,553.66,111714879
323,111714879,Transfer,882.086,283660746
323,919937413,Transfer,385.736,1361433599
323,605291816,Transfer,987.526,1404546901
324,111714879,Transfer,291.863,919937413
324,283660746,Deposit,286.292,
324,1361433599,Transfer,473.891,241087590
325,870982877,Deposit,550.89,
325,1404546901,Withdraw,758.203,
326,1361433599,Withdraw,248.754,
327,870982877,Transfer,643.538,1953638483
328,919937413,Withdraw,803.368,
328,283660746,Withdraw,414.332,
329,919937413,Deposit,496.495,
329,605291816,Deposit,285.563,
329,283660746,Withdraw,578.841,
329,1953638483,Deposit,100.934,
330,919937413,Deposit,784.149,
330,605291816,Transfer,587.517,1404546901
331,111714879,Deposit,258.215,
331,870982877,Withdraw,387.138,
332,919937413,Deposit,413.348,
332,605291816,Deposit,261.478,
332,283660746,Withdraw,591.837,
332,1953638483,Deposit,229.953,
333,605291816,Transfer,674.668,1361433599
334,1361433599,Withdraw,871.461,
335,111714879,Transfer,157.94,283660746
335,919937413,Deposit,27.4756,
335,605291816,Withdraw,723.842,
335,1361433599,Deposit,967.282,
336,605291816,Transfer,349.519,283660746
337,870982877,Withdraw,911.137,
337,283660746,Transfer,983.666,605291816
338,241087590,Withdraw,561.81,
338,919937413,Deposit,257.771,
338,605291816,Withdraw,178.37,
338,283660746,Transfer,946.452,870982877
339,605291816,Deposit,220.264,
340,919937413,Deposit,195.179,
340,1404546901,Transfer,312.665,1953638483
341,919937413,Withdraw,506.363,
341,870982877,Transfer,716.792,1953638483
341,1404546901,Deposit,244.231,
342,111714879,Withdraw,538.606,
342,241087590,Transfer,337.792,870982877
342,919937413,Withdraw,852.26,
342,605291816,Deposit,969.702,
342,1361433599,Transfer,179.555,1953638483
343,919937413,Withdraw,930.048,
345,111714879,Transfer,588.839,241087590
345,605291816,Transfer,445.856,919937413
345,1404546901,Deposit,364.146,
346,111714879,Deposit,723.352,
346,241087590,Transfer,701.017,1404546901
347,111714879,Transfer,91.6297,283660746
347,605291816,Transfer,889.584,870982877
347,1361433599,Transfer,642.937,1404546901
348,111714879,Deposit,303.953,
348,605291816,Deposit,83.795,
348,1404546901,Withdraw,185.365,
348,1953638483,Withdraw,574.151,
349,111714879,Transfer,312.716,870982877
350,241087590,Transfer,45.0043,283660746
350,1361433599,Withdraw,482.155,
351,1953638483,Withdraw,578.38,
352,919937413,Withdraw,259.113,
353,111714879,Withdraw,674.612,
353,241087590,Deposit,476.672,
353,870982877,Withdraw,831.038,
353,605291816,Transfer,836.931,1361433599
353,283660746,Withdraw,222.523,
354,241087590,Deposit,278.718,
355,605291816,Withdraw,387.483,
355,1953638483,Transfer,576.449,870982877
356,111714879,Withdraw,687.054,
356,241087590,Deposit,563.716,
358,1953638483,Deposit,529.267,
359,919937413,Deposit,359.697,
359,283660746,Transfer,325.232,241087590
360,870982877,Withdraw,856.462,
360,1404546901,Withdraw,683.577,
360,1953638483,Withdraw,498.761,
362,241087590,Deposit,35.0451,
362,919937413,Transfer,754.313,870982877
362,605291816,Deposit,612.473,
362,1404546901,Withdraw,628.601,
362,1953638483,Deposit,611.253,
363,111714879,Transfer,375.339,1953638483
363,1404546901,Transfer,71.1862,919937413
363,1361433599,Withdraw,973.962,
364,241087590,Deposit,266.894,
364,919937413,Deposit,647.066,
364,605291816,Withdraw,602.465,
364,1404546901,Transfer,275.667,1361433599
364,283660746,Transfer,679.4,870982877
364,1953638483,Withdraw,546.304,
365,111714879,Withdraw,542.492,
365,605291816,Deposit,739.144,
367,919937413,Withdraw,577.771,
367,1953638483,Withdraw,494.078,
367,1361433599,Deposit,441.776,
368,870982877,Transfer,549.833,283660746
368,1404546901,Deposit,861.5,
368,1953638483,Withdraw,826.541,
369,870982877,Deposit,477.849,
369,605291816,Transfer,999.531,241087590
369,1404546901,Withdraw,438.189,
369,283660746,Withdraw,928.705,
369,1953638483,Deposit,979.964,
370,919937413,Withdraw,884.513,
370,870982877,Withdraw,802.125,
370,1404546901,Withdraw,448.616,
371,605291816,Withdraw,991.262,
371,1953638483,Withdraw,564.652,
372,919937413,Deposit,952.086,
372,1953638483,Deposit,559.693,
372,1361433599,Withdraw,348.037,
373,919937413,Withdraw,992.59,
373,1404546901,Withdraw,418.881,
373,1953638483,Transfer,506.003,111714879
374,919937413,Withdraw,926.466,
374,1361433599,Transfer,263.243,605291816
375,111714879,Withdraw,690.345,
376,111714879,Withdraw,248.662,
376,919937413,Transfer,939.27,283660746
376,605291816,Transfer,608.744,1953638483
376,1361433599,Transfer,382.141,241087590
377,870982877,Transfer,272.08,605291816
377,1404546901,Transfer,464.237,111714879
378,111714879,Deposit,461.969,
378,1404546901,Deposit,942.901,
379,870982877,Transfer,459.948,283660746
379,1953638483,Withdraw,739.26,
379,1361433599,Withdraw,190.741,
380,283660746,Withdraw,590.134,
380,1361433599,Transfer,306.644,605291816
381,241087590,Transfer,308.831,1953638483
381,1404546901,Deposit,86.0222,
382,870982877,Deposit,778.453,
382,1404546901,Deposit,310.917,
382,1953638483,Withdraw,799.938,
383,111714879,Withdraw,157.637,
383,241087590,Transfer,799.655,919937413
383,1953638483,Transfer,666.104,1361433599
384,605291816,Transfer,762.362,111714879
385,111714879,Withdraw,444.115,
385,283660746,Withdraw,586.781,
385,1361433599,Deposit,701.978,
386,241087590,Transfer,704.638,1404546901
386,283660746,Withdraw,351.07,
387,111714879,Transfer,781.316,241087590
387,1404546901,Transfer,308.019,283660746
388,1361433599,Deposit,111.95,
390,241087590,Deposit,75.3524,
390,919937413,Deposit,908.922,
390,1361433599,Transfer,633.158,1404546901
391,283660746,Withdraw,904.962,
391,1953638483,Transfer,446.492,605291816
392,111714879,Deposit,204.052,
392,241087590,Transfer,279.404,283660746
392,919937413,Withdraw,374.452,
392,605291816,Transfer,686.154,1361433599
392,1404546901,Transfer,72.9536,870982877
393,870982877,Transfer,467.89,111714879
393,1361433599,Withdraw,269.427,
394,283660746,Withdraw,550.855,
394,1361433599,Withdraw,820.536,
395,111714879,Withdraw,942.804,
395,870982877,Transfer,705.604,241087590
395,1953638483,Withdraw,460.214,
396,919937413,Deposit,787.336,
396,283660746,Deposit,593.64,
396,1361433599,Withdraw,729.758,
397,111714879,Withdraw,212.221,
