Tic, Customer ID, TXN, Amount($), Receiver ID
130,1714636915,Deposit,590.41,
131,1681692777,Transfer,178.99,1714636915
132,1714636915,Withdraw,325.71,
133,846930886,Withdraw,398.78,
134,846930886,Transfer,432.20,1681692777
134,1714636915,Deposit,881.23,
135,1681692777,Transfer,301.17,1804289383
135,1714636915,Transfer,192.49,846930886
136,1804289383,Withdraw,900.77,
136,846930886,Transfer,650.49,1681692777
136,1714636915,Deposit,687.53,
137,1804289383,Deposit,861.27,
137,1714636915,Withdraw,207.26,
139,1681692777,Withdraw,154.71,
141,1714636915,Deposit,268.68,
142,1681692777,Transfer,349.32,846930886
143,1681692777,Deposit,809.35,
143,1714636915,Deposit,879.01,
144,846930886,Transfer,853.78,1681692777
145,1681692777,Withdraw,103.39,
146,846930886,Withdraw,802.60,
146,1714636915,Withdraw,313.19,
148,1804289383,Deposit,899.52,
148,846930886,Deposit,39.72,
148,1681692777,Deposit,419.14,
149,1804289383,Transfer,408.98,1714636915
150,1714636915,Transfer,672.56,1681692777
152,846930886,Withdraw,191.77,
153,846930886,Deposit,508.80,
154,846930886,Transfer,552.74,1681692777
154,1714636915,Deposit,675.26,
155,1714636915,Deposit,996.04,
156,846930886,Deposit,291.06,
156,1681692777,Transfer,889.51,1714636915
157,846930886,Withdraw,870.05,
158,846930886,Withdraw,112.91,
158,1714636915,Transfer,909.51,1804289383
159,846930886,Withdraw,360.16,
159,1681692777,Withdraw,917.39,
159,1714636915,Transfer,517.39,1804289383
160,1681692777,Deposit,619.47,
161,1681692777,Transfer,788.23,846930886
162,1714636915,Withdraw,243.53,
163,1804289383,Transfer,144.95,846930886
163,1714636915,Withdraw,745.15,
164,846930886,Transfer,235.44,1681692777
165,1681692777,Deposit,941.24,
166,846930886,Transfer,458.27,1681692777
166,1714636915,Transfer,322.45,1804289383
168,1714636915,Deposit,787.20,
169,1714636915,Withdraw,705.30,
170,846930886,Deposit,522.73,
171,1804289383,Withdraw,556.91,
171,846930886,Withdraw,291.43,
172,1804289383,Withdraw,615.89,
172,846930886,Deposit,211.79,
172,1681692777,Withdraw,678.16,
174,1804289383,Withdraw,322.69,
174,846930886,Deposit,381.60,
175,1804289383,Withdraw,981.45,
176,1681692777,Withdraw,154.93,
176,1714636915,Deposit,307.76,
178,1714636915,Deposit,468.18,
179,1714636915,Transfer,101.12,846930886
180,1804289383,Deposit,989.54,
180,846930886,Deposit,256.49,
180,1681692777,Withdraw,769.12,
182,1681692777,Deposit,747.23,
182,1714636915,Withdraw,349.56,
185,1804289383,Withdraw,324.10,
185,846930886,Deposit,106.27,
185,1714636915,Withdraw,256.67,
189,846930886,Transfer,46.51,1681692777
189,1714636915,Deposit,969.21,
190,1804289383,Withdraw,360.91,
190,846930886,Deposit,739.79,
190,1714636915,Transfer,206.28,1681692777
191,1804289383,Deposit,481.12,
192,1804289383,Withdraw,768.80,
194,1681692777,Deposit,445.23,
195,1804289383,Deposit,55.41,
196,1804289383,Deposit,20.71,
197,1714636915,Transfer,650.22,1681692777
198,846930886,Deposit,497.85,
199,1804289383,Transfer,474.06,1714636915
199,1681692777,Deposit,860.59,
201,1681692777,Withdraw,537.66,
202,1804289383,Transfer,546.22,846930886
203,846930886,Deposit,321.05,
203,1681692777,Deposit,973.15,
205,846930886,Withdraw,283.92,
205,1681692777,Withdraw,50.26,
205,1714636915,Deposit,20.86,
207,846930886,Transfer,326.10,1714636915
208,1804289383,Withdraw,992.35,
208,1031207394,Deposit,229.98,
210,846930886,Withdraw,746.64,
210,1681692777,Withdraw,470.67,
210,1714636915,Withdraw,211.60,
211,1804289383,Transfer,946.81,1681692777
211,846930886,Transfer,690.50,1714636915
213,1804289383,Transfer,741.13,1031207394
213,846930886,Deposit,505.34,
214,846930886,Transfer,944.70,1804289383
214,1031207394,Transfer,258.26,1681692777
215,846930886,Deposit,625.60,
215,1681692777,Withdraw,376.63,
215,1714636915,Deposit,630.35,
216,1804289383,Transfer,254.43,1031207394
217,1714636915,Withdraw,580.05,
217,1031207394,Deposit,843.89,
218,1681692777,Withdraw,656.10,
218,1031207394,Deposit,413.89,
220,846930886,Withdraw,212.65,
220,1714636915,Deposit,37.41,
220,1031207394,Deposit,269.24,
221,846930886,Deposit,511.39,
221,1031207394,Deposit,744.06,
224,846930886,Withdraw,230.68,
224,1681692777,Withdraw,821.13,
225,1804289383,Transfer,903.39,1714636915
225,846930886,Deposit,160.13,
225,1681692777,Transfer,60.16,1031207394
226,846930886,Transfer,489.60,1031207394
227,1681692777,Deposit,190.50,
228,1714636915,Transfer,150.10,846930886
229,846930886,Withdraw,296.44,
229,1681692777,Withdraw,908.11,
230,1804289383,Withdraw,318.19,
230,846930886,Withdraw,316.65,
230,1031207394,Withdraw,931.01,
231,1681692777,Withdraw,976.80,
231,1031207394,Withdraw,455.44,
232,846930886,Deposit,997.05,
233,1681692777,Deposit,203.58,
233,1714636915,Transfer,30.63,1804289383
233,1031207394,Transfer,295.31,846930886
234,1804289383,Deposit,92.49,
234,846930886,Deposit,640.11,
234,1714636915,Withdraw,927.71,
235,1714636915,Transfer,120.24,1031207394
236,1804289383,Transfer,339.73,1714636915
238,846930886,Deposit,742.90,
240,1031207394,Withdraw,291.19,
241,846930886,Deposit,403.54,
241,1714636915,Withdraw,112.99,
242,846930886,Deposit,100.28,
242,1681692777,Transfer,843.18,1714636915
242,1031207394,Withdraw,144.48,
243,1714636915,Transfer,138.08,1804289383
244,1804289383,Withdraw,579.18,
244,846930886,Transfer,286.07,1681692777
244,1031207394,Withdraw,133.10,
247,846930886,Transfer,688.58,1714636915
248,1714636915,Deposit,351.82,
248,1031207394,Deposit,554.10,
249,1714636915,Deposit,204.19,
249,1031207394,Deposit,837.27,
252,846930886,Deposit,712.52,
253,1804289383,Deposit,913.36,
253,846930886,Deposit,63.39,
254,846930886,Transfer,771.25,1714636915
254,1031207394,Withdraw,518.60,
255,1804289383,Withdraw,783.03,
255,846930886,Withdraw,732.14,
257,846930886,Deposit,565.96,
257,1714636915,Transfer,425.89,1681692777
257,1031207394,Withdraw,971.05,
258,846930886,Withdraw,174.22,
258,1681692777,Deposit,170.37,
258,1714636915,Deposit,268.35,
259,846930886,Deposit,566.73,
261,1681692777,Deposit,179.22,
262,1804289383,Deposit,148.24,
263,846930886,Withdraw,848.91,
263,1714636915,Transfer,293.99,1681692777
263,1031207394,Deposit,25.35,
263,1268632557,Transfer,110.43,1804289383
264,1804289383,Transfer,401.28,846930886
265,846930886,Transfer,238.22,1268632557
266,1714636915,Withdraw,173.37,
266,1268632557,Transfer,234.71,846930886
267,846930886,Withdraw,426.42,
267,1031207394,Deposit,47.07,
267,1268632557,Withdraw,306.90,
268,846930886,Deposit,65.85,
268,1681692777,Deposit,787.73,
269,846930886,Transfer,846.64,1714636915
270,846930886,Deposit,637.73,
270,1681692777,Deposit,775.67,
271,846930886,Deposit,449.86,
271,1031207394,Withdraw,717.23,
271,1268632557,Deposit,815.99,
272,1031207394,Withdraw,626.10,
272,1268632557,Deposit,803.43,
273,1714636915,Withdraw,660.97,
274,846930886,Transfer,556.26,1031207394
274,1681692777,Withdraw,332.71,
274,1268632557,Withdraw,607.39,
275,1031207394,Transfer,923.79,1804289383
275,1268632557,Withdraw,922.66,
276,1681692777,Withdraw,444.38,
278,1804289383,Transfer,905.10,1681692777
278,1714636915,Transfer,634.34,1031207394
279,1681692777,Deposit,446.62,
279,1031207394,Withdraw,62.07,
279,1268632557,Withdraw,28.50,
281,846930886,Withdraw,880.73,
281,1714636915,Deposit,395.99,
282,1804289383,Deposit,558.47,
282,1268632557,Withdraw,526.06,
283,846930886,Withdraw,186.95,
283,1031207394,Withdraw,910.26,
284,1714636915,Transfer,633.73,1681692777
284,1031207394,Withdraw,140.08,
285,846930886,Withdraw,299.01,
285,1681692777,Withdraw,277.87,
285,1714636915,Withdraw,407.67,
286,1804289383,Deposit,2.11,
286,1681692777,Transfer,793.41,846930886
286,1268632557,Deposit,164.62,
287,1681692777,Withdraw,209.73,
289,1804289383,Transfer,567.30,1031207394
290,846930886,Deposit,706.38,
290,1268632557,Deposit,852.88,
291,1681692777,Deposit,424.72,
292,846930886,Withdraw,486.65,
293,846930886,Withdraw,79.28,
293,1714636915,Transfer,752.97,1804289383
294,1031207394,Deposit,345.96,
296,1804289383,Transfer,133.51,1031207394
296,1681692777,Transfer,780.41,846930886
296,1714636915,Transfer,571.75,1268632557
297,1804289383,Withdraw,44.80,
297,1268632557,Transfer,852.39,846930886
298,1714636915,Withdraw,710.81,
298,1268632557,Transfer,559.25,1681692777
299,1804289383,Transfer,288.47,1681692777
299,1714636915,Deposit,864.44,
300,1268632557,Deposit,650.76,
301,1681692777,Deposit,683.45,
302,1268632557,Deposit,236.37,
303,1804289383,Withdraw,378.97,
303,1681692777,Deposit,420.22,
305,1268632557,Withdraw,452.90,
306,1804289383,Deposit,280.19,
306,846930886,Withdraw,687.77,
306,1714636915,Withdraw,734.83,
306,1268632557,Withdraw,280.59,
307,1268632557,Transfer,661.91,846930886
309,846930886,Transfer,852.62,1804289383
309,1268632557,Transfer,955.94,1681692777
310,1804289383,Transfer,391.79,1714636915
310,846930886,Transfer,421.97,1681692777
310,1268632557,Withdraw,627.86,
311,846930886,Transfer,248.40,1681692777
311,1268632557,Deposit,552.69,
312,846930886,Withdraw,378.32,
313,1714636915,Deposit,205.99,
314,1804289383,Transfer,383.01,1714636915
315,1804289383,Withdraw,22.27,
316,1714636915,Transfer,892.05,1031207394
318,1804289383,Deposit,56.87,
318,1681692777,Transfer,56.46,1714636915
319,846930886,Deposit,439.17,
319,1031207394,Withdraw,953.68,
320,1031207394,Deposit,482.11,
321,846930886,Transfer,995.30,1714636915
321,1031207394,Transfer,806.69,1681692777
322,1681692777,Transfer,891.51,1804289383
322,1268632557,Deposit,167.10,
323,1268632557,Transfer,672.78,1681692777
325,1681692777,Transfer,45.45,1268632557
325,1714636915,Transfer,975.48,846930886
326,1804289383,Withdraw,95.34,
326,1681692777,Transfer,377.89,846930886
326,1714636915,Transfer,886.75,1268632557
328,846930886,Transfer,5.91,1804289383
328,1714636915,Withdraw,271.10,
328,1268632557,Deposit,791.77,
329,846930886,Deposit,307.53,
329,1681692777,Withdraw,559.90,
329,1031207394,Withdraw,883.00,
330,846930886,Withdraw,616.16,
330,1681692777,Transfer,459.64,1714636915
331,1681692777,Deposit,603.98,
331,1268632557,Withdraw,488.74,
332,1681692777,Deposit,664.44,
333,1804289383,Deposit,898.47,
333,846930886,Transfer,567.65,1714636915
334,1804289383,Withdraw,114.32,
334,846930886,Deposit,962.52,
334,1714636915,Withdraw,611.28,
335,846930886,Deposit,344.16,
335,1681692777,Withdraw,898.62,
335,1031207394,Withdraw,260.92,
336,1681692777,Transfer,960.87,1804289383
336,1031207394,Withdraw,230.14,
337,1681692777,Withdraw,164.36,
338,1714636915,Deposit,821.78,
339,1804289383,Withdraw,865.93,
339,846930886,Withdraw,296.83,
339,1031207394,Deposit,479.17,
340,846930886,Deposit,798.30,
340,1031207394,Transfer,34.38,1804289383
340,1268632557,Withdraw,355.92,
341,1031207394,Withdraw,352.51,
341,2111060014,Deposit,727.26,
342,1031207394,Deposit,63.24,
343,1804289383,Withdraw,152.52,
343,846930886,Withdraw,94.54,
343,2111060014,Transfer,148.08,1268632557
344,846930886,Deposit,650.63,
344,1714636915,Deposit,280.47,
345,1804289383,Transfer,455.70,1031207394
345,1714636915,Transfer,10.62,1681692777
345,1268632557,Transfer,675.66,2111060014
346,1804289383,Deposit,873.41,
346,1714636915,Withdraw,699.26,
346,2111060014,Deposit,571.64,
346,1134040403,Transfer,185.32,1268632557
347,1804289383,Transfer,974.87,2111060014
347,846930886,Withdraw,299.78,
348,846930886,Transfer,385.00,1681692777
348,1031207394,Transfer,464.21,1804289383
349,1804289383,Withdraw,495.35,
349,846930886,Deposit,926.75,
349,1714636915,Deposit,837.45,
349,1031207394,Transfer,653.79,1681692777
349,1268632557,Deposit,9.35,
350,846930886,Deposit,539.55,
350,1268632557,Withdraw,417.31,
350,2111060014,Transfer,881.52,1714636915
351,1804289383,Withdraw,584.52,
351,1681692777,Deposit,527.22,
351,1714636915,Transfer,615.90,1031207394
351,1268632557,Deposit,571.06,
352,1804289383,Transfer,387.07,1134040403
352,1681692777,Withdraw,769.86,
352,1031207394,Withdraw,313.88,
352,1268632557,Transfer,231.25,846930886
352,2111060014,Deposit,501.17,
353,1031207394,Withdraw,897.42,
353,2111060014,Transfer,752.86,1268632557
353,1134040403,Withdraw,468.49,
354,1804289383,Deposit,192.59,
354,846930886,Transfer,30.96,1031207394
354,1714636915,Withdraw,506.47,
354,1134040403,Transfer,178.43,2111060014
355,1268632557,Transfer,720.59,1134040403
356,1804289383,Transfer,320.15,1681692777
356,2111060014,Deposit,392.97,
356,1134040403,Transfer,221.25,1714636915
357,846930886,Transfer,962.96,1031207394
358,1804289383,Deposit,596.96,
358,846930886,Deposit,326.80,
358,1268632557,Withdraw,0.77,
359,1681692777,Withdraw,726.90,
359,1268632557,Deposit,64.98,
360,846930886,Deposit,819.44,
360,1714636915,Transfer,984.26,1268632557
360,2111060014,Withdraw,537.54,
361,1134040403,Transfer,771.37,1031207394
362,1268632557,Deposit,39.14,
362,2111060014,Deposit,221.55,
363,1268632557,Withdraw,173.58,
363,2111060014,Transfer,487.98,1134040403
364,1714636915,Deposit,479.32,
364,1134040403,Deposit,407.96,
365,1681692777,Transfer,54.67,1714636915
365,1134040403,Deposit,685.17,
366,1804289383,Transfer,604.65,1134040403
367,846930886,Deposit,551.41,
367,1031207394,Withdraw,410.22,
367,1268632557,Deposit,999.63,
368,1804289383,Deposit,830.18,
368,1714636915,Deposit,745.42,
368,1031207394,Transfer,580.36,1268632557
369,1804289383,Withdraw,602.22,
369,1268632557,Deposit,931.54,
369,1134040403,Deposit,25.31,
370,1681692777,Deposit,143.62,
370,1268632557,Deposit,586.29,
370,1134040403,Transfer,917.98,1714636915
371,1031207394,Transfer,802.26,846930886
371,1268632557,Transfer,612.15,1681692777
371,2111060014,Deposit,632.02,
371,1134040403,Withdraw,591.65,
372,1714636915,Transfer,239.31,2111060014
372,1031207394,Withdraw,139.22,
373,2111060014,Deposit,930.72,
374,1681692777,Transfer,309.77,1268632557
374,1714636915,Deposit,816.65,
374,1031207394,Withdraw,912.68,
376,1268632557,Deposit,843.31,
377,1681692777,Deposit,577.90,
377,1268632557,Deposit,626.57,
378,1681692777,Withdraw,697.62,
378,1268632557,Withdraw,939.92,
378,2111060014,Transfer,599.12,846930886
379,846930886,Deposit,648.02,
380,1681692777,Transfer,332.24,846930886
380,1714636915,Withdraw,508.53,
380,1031207394,Transfer,887.75,1268632557
381,846930886,Deposit,586.30,
382,846930886,Deposit,999.50,
382,1714636915,Deposit,416.59,
382,1268632557,Withdraw,168.94,
383,1804289383,Withdraw,23.45,
383,1681692777,Transfer,97.13,1031207394
383,1714636915,Deposit,84.29,
383,2111060014,Deposit,948.21,
385,846930886,Deposit,674.78,
385,1681692777,Transfer,210.92,1268632557
385,1031207394,Transfer,485.34,1714636915
386,1268632557,Deposit,359.44,
387,1681692777,Deposit,130.84,
387,1181738995,Deposit,705.76,
388,1031207394,Withdraw,115.75,
388,2111060014,Transfer,974.04,1681692777
388,1181738995,Deposit,562.41,
389,1804289383,Deposit,141.62,
390,846930886,Withdraw,423.50,
390,1268632557,Deposit,859.24,
390,2111060014,Transfer,429.18,1714636915
390,1181738995,Withdraw,537.41,
391,1681692777,Deposit,474.22,
391,1031207394,Withdraw,763.81,
391,1268632557,Deposit,167.00,
391,2111060014,Deposit,615.84,
392,1714636915,Withdraw,596.50,
393,1681692777,Transfer,689.57,1804289383
393,1031207394,Withdraw,304.05,
393,2111060014,Deposit,643.33,
393,1181738995,Transfer,347.87,1268632557
394,1804289383,Transfer,933.31,1268632557
394,1181738995,Withdraw,717.17,
395,1714636915,Withdraw,464.16,
396,1714636915,Transfer,307.97,1804289383
396,2111060014,Deposit,144.16,
397,1268632557,Deposit,62.24,
399,846930886,Withdraw,640.54,
399,1714636915,Deposit,414.47,
399,1031207394,Deposit,553.79,
399,2111060014,Withdraw,824.04,
400,1268632557,Withdraw,310.94,
401,1681692777,Transfer,799.92,1181738995
402,1031207394,Transfer,48.00,1268632557
402,2111060014,Withdraw,588.85,
403,1181738995,Withdraw,976.41,
404,1268632557,Withdraw,689.19,
405,1714636915,Transfer,733.97,1681692777
405,2111060014,Withdraw,396.78,
406,2111060014,Withdraw,741.17,
407,1681692777,Deposit,398.70,
407,1031207394,Deposit,669.86,
407,2111060014,Transfer,122.22,1181738995
408,1714636915,Withdraw,647.03,
408,1031207394,Deposit,80.17,
408,2111060014,Transfer,954.37,1804289383
408,1181738995,Transfer,938.46,1268632557
409,1681692777,Transfer,850.81,846930886
409,1031207394,Deposit,942.19,
409,1268632557,Transfer,108.82,2111060014
410,1714636915,Transfer,158.21,2111060014
411,1031207394,Withdraw,341.26,
411,1268632557,Transfer,240.60,1804289383
412,846930886,Deposit,319.78,
412,1681692777,Deposit,51.65,
412,1181738995,Deposit,768.01,
413,1681692777,Withdraw,925.50,
413,1268632557,Transfer,453.26,1804289383
414,1804289383,Transfer,704.76,1681692777
414,1181738995,Deposit,675.92,
416,1681692777,Transfer,782.53,1268632557
417,1681692777,Transfer,42.43,1714636915
417,1031207394,Transfer,421.44,2111060014
417,1181738995,Transfer,641.00,1804289383
418,2111060014,Deposit,83.79,
419,1681692777,Withdraw,349.78,
419,1714636915,Transfer,744.84,1804289383
419,1031207394,Transfer,474.65,1268632557
420,1681692777,Deposit,897.90,
420,1714636915,Transfer,802.08,1181738995
420,1268632557,Transfer,708.42,2111060014
421,846930886,Withdraw,940.88,
421,1681692777,Withdraw,56.22,
421,1714636915,Transfer,860.30,1031207394
422,1804289383,Deposit,468.82,
422,1681692777,Transfer,439.34,1714636915
422,1031207394,Transfer,248.12,1181738995
422,1268632557,Deposit,642.06,
422,2111060014,Withdraw,798.68,
423,1804289383,Deposit,395.53,
423,1681692777,Deposit,871.11,
423,1714636915,Transfer,77.97,846930886
423,1031207394,Transfer,143.82,1268632557
424,1268632557,Withdraw,253.81,
424,1181738995,Withdraw,162.65,
425,1804289383,Deposit,894.53,
425,846930886,Withdraw,173.70,
425,1714636915,Deposit,26.19,
425,1031207394,Withdraw,765.65,
425,1268632557,Deposit,113.00,
425,2111060014,Transfer,231.86,1681692777
427,846930886,Transfer,847.03,1181738995
427,1714636915,Deposit,992.01,
427,1031207394,Deposit,282.53,
427,2111060014,Transfer,395.53,1268632557
428,1804289383,Withdraw,526.17,
428,1268632557,Withdraw,820.43,
428,1181738995,Transfer,57.30,846930886
429,1804289383,Withdraw,776.57,
430,1268632557,Transfer,801.60,1681692777
432,1181738995,Transfer,216.79,1268632557
433,1681692777,Withdraw,789.22,
434,1804289383,Withdraw,420.43,
434,1681692777,Withdraw,243.74,
435,1268632557,Withdraw,393.17,
435,2111060014,Withdraw,895.44,
436,1804289383,Transfer,716.55,1181738995
436,846930886,Deposit,22.59,
437,1804289383,Withdraw,541.07,
437,1681692777,Withdraw,772.39,
437,1031207394,Transfer,438.04,1181738995
438,1804289383,Deposit,94.85,
439,1804289383,Deposit,684.78,
439,1714636915,Transfer,755.03,2111060014
440,1804289383,Transfer,893.12,2111060014
440,1181738995,Transfer,647.43,846930886
441,1804289383,Withdraw,285.54,
441,846930886,Transfer,750.37,1681692777
441,1714636915,Transfer,435.16,2111060014
441,1268632557,Deposit,644.24,
441,1181738995,Transfer,673.96,1031207394
442,1181738995,Transfer,742.10,2111060014
443,1804289383,Transfer,878.42,846930886
443,1681692777,Transfer,393.75,1714636915
443,2111060014,Withdraw,340.66,
443,1181738995,Transfer,217.86,1031207394
444,1804289383,Deposit,724.78,
445,1714636915,Withdraw,328.59,
445,1031207394,Deposit,898.48,
445,1181738995,Deposit,190.31,
446,846930886,Deposit,598.03,
446,1681692777,Transfer,572.15,1714636915
447,846930886,Withdraw,266.19,
447,1714636915,Transfer,669.06,1031207394
449,1804289383,Transfer,56.88,846930886
449,1268632557,Deposit,149.96,
449,1181738995,Withdraw,875.48,
450,846930886,Deposit,368.01,
450,1031207394,Withdraw,78.43,
451,1804289383,Deposit,954.70,
451,1031207394,Transfer,427.05,1181738995
452,1804289383,Withdraw,416.26,
452,846930886,Withdraw,354.49,
452,1681692777,Deposit,156.66,
452,1714636915,Transfer,364.44,1268632557
452,1031207394,Transfer,195.83,1181738995
453,1804289383,Transfer,587.30,1181738995
453,1031207394,Deposit,3.05,
454,1804289383,Deposit,663.30,
454,846930886,Withdraw,464.81,
454,1714636915,Withdraw,827.63,
454,1031207394,Withdraw,17.79,
454,1268632557,Withdraw,621.47,
455,846930886,Withdraw,612.41,
455,1268632557,Deposit,761.18,
457,1181738995,Withdraw,494.63,
458,1181738995,Withdraw,368.30,
459,846930886,Withdraw,752.08,
459,1714636915,Withdraw,544.14,
460,1804289383,Transfer,135.01,1268632557
460,846930886,Withdraw,242.97,
460,1181738995,Transfer,647.43,1681692777
461,1714636915,Withdraw,711.09,
461,1031207394,Transfer,727.86,1804289383
462,1714636915,Withdraw,368.71,
463,1804289383,Transfer,612.05,1714636915
463,846930886,Deposit,32.35,
463,1031207394,Withdraw,333.59,
463,1181738995,Transfer,329.89,1268632557
464,846930886,Deposit,846.98,
464,1181738995,Transfer,891.57,1804289383
465,846930886,Withdraw,354.17,
466,1031207394,Transfer,926.71,1268632557
467,846930886,Deposit,207.70,
467,1714636915,Withdraw,618.19,
468,846930886,Deposit,486.09,
471,1268632557,Withdraw,481.57,
471,1181738995,Transfer,226.94,846930886
472,1714636915,Withdraw,459.13,
473,1181738995,Withdraw,623.01,
474,846930886,Deposit,117.67,
474,1031207394,Deposit,93.60,
475,1804289383,Withdraw,782.60,
475,1268632557,Deposit,58.96,
476,1804289383,Transfer,374.99,1714636915
476,1031207394,Withdraw,568.66,
476,1268632557,Transfer,644.98,1181738995
477,1681692777,Transfer,189.15,846930886
477,1714636915,Transfer,593.24,1804289383
